sr_no,date,startup_name,subvertical,city,investors,investment_type,amount_usd,remarks,year,industry
1465,NaT,tac security,cyber-security solutions provider,delhi,vijay kedia,seed funding,,,,technology
1466,NaT,notesgen,online notes sharing portal,delhi,"riju gupta, kamal chabra",seed funding,100000.0,,,ecommerce
1467,NaT,nearu,marketing app for retailers,mumbai,dr. goutam challagalla,seed funding,,,,ecommerce
1468,NaT,octo.ai,artificial intelligence based marketing platform,delhi,"outbox ventures, jaspreet bindra, arjun malhotra, rohan malhotra, sidharth rao, rakesh agrawal",seed funding,200000.0,,,technology
1469,NaT,shaadisaga,wedding website creator,delhi,"ah ventures, anupam mittal, kunal shah, sandeep tandon, dheeraj jain, rohit chokhani",seed funding,,,,ecommerce
1470,NaT,unaacademy,free interactive education platform,bangalore,"blume ventures, sachin bansal, vijay shekhar sharma, binny bansal, xc2 xa0 kunal shah, sandeep tandon, ashish tulsian",private equity,1000000.0,,,ecommerce
1471,NaT,advenio,clinical imaging solution provider,chandigarh,kalaari capital,seed funding,100000.0,,,technology
1472,NaT,guarented,home furnishing rental marketplace,bangalore,kalaari capital,seed funding,500000.0,,,ecommerce
1473,NaT,beyond evolution,mobile apps & tech services provider,gurgaon,"vineet taneja, kamal puri",seed funding,,,,technology
1474,NaT,uber dreams,dreams fulfilling marketplace,mumbai,mohit lalvani,seed funding,500000.0,,,ecommerce
1475,NaT,convegenius,edutainment platform,noida,michael and susan dell foundation,private equity,900000.0,,,edtech
1476,NaT,urbanladder,online furniture store,mumbai,trifecta capital,private equity,3000000.0,,,ecommerce
1477,NaT,encashea,scrap collection and recycling platform,bangalore,"kunal shah, sandeep tandon, tracxn labs",seed funding,,,,ecommerce
1478,NaT,engineerbabu,mobile app & web development company,indore,scale ventures,seed funding,,,,technology
1479,NaT,cult,health and fitness centres,bangalore,curefit,private equity,3000000.0,,,healthcare
1480,NaT,witworks,consumer iot startup,bangalore,"fireside ventures, investopad, p39 capital, anupam mittal, pranay jivrajka, maninder gulati, abhinav sinha",seed funding,,,,technology
1481,NaT,nearfox,local lifestyle content and discovery platform,mumbai,"globevestor angel fund, devendra rane, ravi jain, xc2 xa0 arpan nagdeve",seed funding,,,,ecommerce
1482,NaT,zoomcar,self-driven car booking platform,bangalore,ford smart mobility llc,private equity,24000000.0,,,ecommerce
1483,NaT,plix,photo and video sharing app,gurgaon,instalabs,seed funding,500000.0,,,ecommerce
1484,NaT,mobikwik,digital wallet platform,gurgaon,net1 ueps technologies inc,private equity,40000000.0,,,ecommerce
1485,NaT,mydidi,"on-demand, hyper-local cleaning services provider",mumbai,undisclosed ex mckinsey directors and partners,seed funding,550000.0,,,ecommerce
1486,NaT,crownit,cashback mobile app,gurgaon,"kunal shah & sandeep tandon, girish mathrubootham, anand chandrasekaran",seed funding,,,,ecommerce
1487,NaT,loantap,lending platform for salaried professionals,mumbai,"dr. abhishek pandey, jaysukh sapra",private equity,3000000.0,,,ecommerce
1488,NaT,runnr,hyperlocal logistics services provider,bangalore,"nexus venture partners, blume ventures",private equity,7000000.0,,,ecommerce
1489,NaT,zolo,on-demand online talent marketplace,noida,hitouch ag,private equity,,,,ecommerce
1490,NaT,notion press,self-publishing books platform,chennai,undisclosed hni investors,private equity,1000000.0,,,ecommerce
1491,NaT,livspace,online portal for home design,bangalore,"bessemer venture partners, jungle ventures, helion ventures",private equity,15000000.0,,,ecommerce
1492,NaT,iaugmentor labs,assessment & learning platform,gurgaon,rajasthan angel investor network & others,seed funding,149000.0,,,technology
1493,NaT,daybox,fruit & vegetable delivery platform,delhi,"ashutosh lawania, rajul jain, badal malick, rishi gupta & others",seed funding,104000.0,,,ecommerce
1494,NaT,paytm,mobile wallet & ecommerce platform,bangalore,mediatek inc.,private equity,60000000.0,,,ecommerce
1495,NaT,cropin,agriculture technology solutions,bangalore,sophia investment aps,private equity,2000000.0,,,technology
1496,NaT,canvera,photographer discovery & information platform,bangalore,info edge (india) ltd,private equity,3000000.0,,,ecommerce
1497,NaT,prime focus technologies,hybrid cloud technology enabled media erp platform,mumbai,ambit pragma,private equity,,,,technology
1498,NaT,flyrobe,online fashion rental platform,mumbai,"idg ventures, sequoia capital, gree ventures",private equity,5300000.0,,,ecommerce
1499,NaT,inclov,matchmaking app for disabled,mumbai,"sarbvir singh, raghav bahl",seed funding,,,,ecommerce
1500,2016-01-07,razorpay,online payment gateway,bangalore,mastercard,private equity,,,2016.0,ecommerce
1501,2016-01-07,darwinbox,hr software services startup,hyderabad,"3one4 capital, tracxn labs, aaruha technology fund, endiya partners",seed funding,,,2016.0,technology
1502,2016-01-07,venture catalysts,seed investment & innovation platform,mumbai,zaffiro ventures,seed funding,500000.0,,2016.0,ecommerce
1503,2016-01-07,pressplay tv,video content discovery platform,delhi,"sequoia capital, sd ventures, vistaar investment advisors pvt. ltd.",private equity,,,2016.0,ecommerce
1504,2016-02-07,playment,mobile marketplace for crowdsourced work,bangalore,saif partners,private equity,700000.0,,2016.0,ecommerce
1505,2016-04-07,wealthtrust,wealth management app,mumbai,india quotient,seed funding,,,2016.0,ecommerce
1506,2016-04-07,curefit,online preventive healthcare platform,bangalore,"accel partners, idg ventures, kalaari capital",private equity,15000000.0,,2016.0,ecommerce
1507,2016-04-07,stitchwood,custom furniture online,mumbai,deepak gupta,seed funding,200000.0,,2016.0,ecommerce
1508,2016-04-07,grab.in,hyperlocal logistics service,mumbai,aramex ventures llc,private equity,2000000.0,,2016.0,logistics
1509,2016-04-07,fulfil.io,cloud based erp software,us,rajan anandan,seed funding,,,2016.0,ecommerce
1510,2016-04-07,neogrowth,sme lending platform,mumbai,"iifl wealth management seed venture fund, omidyar network, khosla impact, aspada",private equity,16000000.0,,2016.0,fintech
1511,2016-05-07,seedoc,video based doctor consulting platform app,gurgaon,yournest angel fund xc2 xa0 & others,private equity,1000000.0,,2016.0,ecommerce
1512,2016-05-07,bookmyshow,event & movie ticketing platform,mumbai,"stripes group, network 18, accel partners, saif partners",private equity,82000000.0,,2016.0,ecommerce
1513,2016-05-07,flyrobe,online fashion rental platform,mumbai,"sequoia capital, rohit bansal, kunal bahl, sandeep tandon, kunal shah, zishaan hayath, xc2 xa0 abhishek jain",seed funding,1700000.0,,2016.0,ecommerce
1514,2016-06-07,happilyunmarried,online merchandize etailer,delhi,info edge (india) ltd,private equity,740000.0,,2016.0,ecommerce
1515,2016-06-07,donxe2x80x99t scratch your head,full stack offline & online erp solution,ahmedabad,"gaurav singhvi, zaffiro ventures",seed funding,250000.0,,2016.0,technology
1516,2016-06-07,wedding wishlist,"wedding wishlist, gifts & registry creation platform",chennai,"kirthiga reddy, renuka ramanath,cherry tin",seed funding,297000.0,,2016.0,ecommerce
1517,2016-07-07,appdaily,mobile security app development & distribution,mumbai,"kalaari capital, qualcomm ventures, ru-net, zodius technology opportunities fund,",private equity,2000000.0,,2016.0,technology
1518,2016-07-07,adytude,gamified consumer insights portal,delhi,indian angel network,private equity,1000000.0,,2016.0,ecommerce
1519,2016-07-07,quickli,on-demand delivery startup,gurgaon,"avg group, 500 startups",private equity,,,2016.0,logistics
1520,2016-07-07,spectravr,virtual reality content studio,mumbai,rothenberg ventures,seed funding,,,2016.0,technology
1521,2016-08-07,pitstop,online car repair and servicing booking platform,bangalore,"alex chua, rahul garg",seed funding,,,2016.0,ecommerce
1522,2016-08-07,holachef,online food ordering & delivery platform,mumbai,"kalaari capital, india quotient",private equity,1950000.0,,2016.0,ecommerce
1523,2016-11-07,purplle,beauty products marketplace,mumbai,"jsw ventures, blume ventures & ivycap ventures",private equity,6000000.0,,2016.0,ecommerce
1524,2016-11-07,trak n tell,car tracking & safety system,gurgaon,brian acton,private equity,3500000.0,,2016.0,technology
1525,2016-11-07,overcart.com,unboxed & refurbished electronic products marketplace,gurgaon,"jsw ventures, omidyar network, sattva capital, venture works",private equity,3000000.0,,2016.0,ecommerce
1526,2016-12-07,sirionlabs,saas based service agreement management,gurgaon,sequoia capital,private equity,12250000.0,,2016.0,technology
1527,2016-12-07,gyandhan,education focused financing platform,delhi,"stanford angels & entrepreneurs, harvard angels",seed funding,,,2016.0,ecommerce
1528,2016-12-07,mintm,digital marketing & adtech platform,bangalore,"mumbai angels, xc2 xa0 times internet",private equity,,,2016.0,ecommerce
1529,2016-12-07,hitgrit,online legal consultation platform,chandigarh,"ashish mahajan, sarvesh sharma",seed funding,,,2016.0,ecommerce
1530,2016-12-07,find my stay,online budget hotel aggregator & booking platform,delhi,"rishi parti, yogesh bansal",seed funding,,,2016.0,ecommerce
1531,NaT,yaap,"online content discovery, creation & distribution platform",delhi,rainmaker ventures,private equity,5000000.0,,,ecommerce
1532,NaT,utoo cabs,cab aggregation & rental platform,chennai,ajay piramal,seed funding,,,,ecommerce
1533,NaT,twigly,online food ordering & delivery startup,gurgaon,"tracxn labs, hyderabad angels, kunal shah, gaurav bhalotia",seed funding,600000.0,,,ecommerce
1534,NaT,sharechat,vernacular language content creation & sharing app,bangalore,"saif partners, india quotient",private equity,1350000.0,,,ecommerce
1535,NaT,urban tailor,e-tailoring service provider,bangalore,unitus seed fund,private equity,,,,ecommerce
1536,NaT,rentmojo,online furniture renting platform,bangalore,"accel partners, idg ventures india",private equity,5000000.0,,,ecommerce
1537,NaT,cityfurnish,online furniture renting platform,gurgaon,brand capital,seed funding,,,,ecommerce
1538,NaT,heal institute,sports focused healthcare startup,mumbai,"jaspal bindra, parth jindal",seed funding,,,,healthcare
1539,NaT,augrav,personalized precious jewellery etailer,coimbatore,keiretsu forum,seed funding,450000.0,,,ecommerce
1540,NaT,shoppinpal,m-commerce solutions for retail stores,pune,"plug and play tech center, steelhead ventures & others",private equity,1070000.0,,,technology
1541,NaT,transtutors / askiitians,online education & tutoring portals,delhi,500 startups,private equity,,,,ecommerce
1542,NaT,workapps,enterprise work management software,pune,sri capital,seed funding,1000000.0,,,technology
1543,NaT,bankerbay,online investment banking platform,bangalore,undisclosed investors,private equity,2000000.0,,,ecommerce
1544,NaT,baggout,women xe2 x80 x99s fashion etailer,delhi,"sumit jain, sumit jain, anurag gupta, varun khanna, faraz khan",seed funding,,,,ecommerce
1545,NaT,tripshelf,travel package marketplace,delhi,gems group,seed funding,250000.0,,,ecommerce
1546,NaT,satvacart,online grocers,delhi,"abhijit avasthi, karan chellani, sp vijay",seed funding,,,,ecommerce
1547,NaT,ridlr,public transport mobile app,mumbai,"times internet, innoven capital, matrix partners india, qualcomm ventures",private equity,6000000.0,,,ecommerce
1548,NaT,yellowdig,online learning platform,pune,sri capital,seed funding,650000.0,,,ecommerce
1549,NaT,zuppler,online food ordering platform,delhi,sri capital,seed funding,650000.0,,,ecommerce
1550,NaT,bluestone,jewellery etailer,mumbai,"iifl and accel partners, kalaari capital, ivycap ventures, rb investments",private equity,30000000.0,,,ecommerce
1551,NaT,underdogs,game development startup,mumbai,intelli reboot digital pvt. ltd,private equity,,,,technology
1552,NaT,imageprovision,image analysis solutions,pune,satish jamdar,seed funding,,,,technology
1553,NaT,sagacito,cloud-based enterprise solutions,delhi,star india pvt. ltd,private equity,10000000.0,,,technology
1554,NaT,deal4loans / wishfin,nloans comparison platform n n n n (adsbygoogle window.adsbygoogle ).push( ) n n,noida,franklin templeton international services pvt. ltd,private equity,15000000.0,,,ecommerce
1555,NaT,niyo solutions,payroll & benefits software solutions,bangalore,prime venture partners,private equity,1000000.0,,,technology
1556,NaT,applop,mobile apps saas platform,gurgaon,green house ventures accelerator,seed funding,250000.0,,,ecommerce
1557,NaT,tax2win,online tax filing portal,jaipur,undisclosed investors,private equity,1000000.0,,,ecommerce
1558,NaT,truckola,tech-focused cargo transport startup,mumbai,"abhishek agarwal, krishnakumar nataraj, sarath sura, shanti mohan, sarthak and nihit agarwal, suramya gupta",seed funding,595000.0,,,logistics
1559,NaT,iserve financial,loan comparison & deals platform,pune,nilesh shah,seed funding,,,,ecommerce
1560,NaT,mytaxiindia,online car rental booking platform,delhi,nihon kotsu co,private equity,1000000.0,,,ecommerce
1561,NaT,aberuk,online marketplace for books,bangalore,swastika company pvt ltd,seed funding,,,,ecommerce
1562,NaT,wiwigo,inter-city taxi booking platform,bangalore,indian angel network,seed funding,595000.0,,,ecommerce
1563,NaT,drums food,yogurt and ice cream maker,mumbai,"verlinvest, dsg consumer partners",,,,,food
1564,2016-01-06,chikoop,free ad based voice calling,indore,undisclosed investors,seed funding,,,2016.0,ecommerce
1565,2016-01-06,bridgei2i,data analytics platform,bangalore,edelweiss private equity,private equity,,,2016.0,technology
1566,2016-02-06,droom,online marketplace for used automobiles,delhi,"beenext, digital garage, lightbox, beenos",private equity,,,2016.0,ecommerce
1567,2016-02-06,visit,on-demand healthcare service provider,delhi,mapmyindia,seed funding,,,2016.0,ecommerce
1568,2016-02-06,atomberg,"smart, energy efficient home appliance manufacturer",mumbai,parampara capital,private equity,1000000.0,,2016.0,technology
1569,2016-02-06,coutloot,fashion re-commerce platform,mumbai,venture catalysts,seed funding,,,2016.0,ecommerce
1570,2016-02-06,limo,bus aggregator mobile app,mumbai,rainmaker ventures,private equity,1000000.0,,2016.0,ecommerce
1571,2016-03-06,icliniq,doctor consultation platform,bangalore,madhankumar madathupalayam,seed funding,,,2016.0,ecommerce
1572,2016-03-06,gogo truck,truck aggregator & booking platform,chennai,undisclosed investor,seed funding,75000.0,,2016.0,ecommerce
1573,2016-03-06,vyome biosciences,treatment development for antibiotic-resistant diseases,delhi,romulus capital,private equity,2000000.0,,2016.0,healthcare
1574,2016-06-06,sillymonks,digital media and entertainment startup,hyderabad,sreenivasa reddy musani,seed funding,448000.0,,2016.0,ecommerce
1575,2016-07-06,cuemath,k-12 maths learning courses,bangalore,"sequoia capital, unitus seed fund",private equity,4000000.0,,2016.0,edtech
1576,2016-07-06,krazybee,student micro-loan platform,bangalore,"yeahmobi, fenqile",private equity,2000000.0,,2016.0,ecommerce
1577,2016-07-06,intgrea,post merger integration partners,bangalore,undisclosed investor,seed funding,100000.0,,2016.0,technology
1578,2016-07-06,helpshift,mobile crm platform,pune,"microsoft ventures, salesforce ventures",private equity,23000000.0,,2016.0,technology
1579,2016-07-06,creditvidya,credit scoring platform,mumbai,kalaari capital,private equity,1000000.0,,2016.0,technology
1580,2016-08-06,grey campus,online learning platform,hyderabad,sarath sura,seed funding,1000000.0,,2016.0,ecommerce
1581,2016-08-06,listup,location based classified mobile app,mumbai,"kae capital, kunal shah, sandeep tandon",seed funding,500000.0,,2016.0,ecommerce
1582,2016-08-06,6degree,tech-enabled fashion talent platform,mumbai,indian angel network,seed funding,200000.0,,2016.0,technology
1583,2016-08-06,shopwati,online fashion discussion community,gurgaon,sanjiv rai,seed funding,,,2016.0,ecommerce
1584,2016-08-06,cookifi,online chef discovery & booking service,bangalore,"kunal shah, aneesh reddy, tracxn labs, venkat tadanki, krishna mehra, amit rathore",seed funding,,,2016.0,ecommerce
1585,2016-08-06,storeking,connecting small town consumers to e-commerce,bangalore,axiata digital,private equity,16000000.0,,2016.0,ecommerce
1586,2016-08-06,wired hub,co-working spaces,jaipur,"ankit maheshwari, anand singh",seed funding,,,2016.0,real_estate
1587,2016-08-06,myseniordoctor,online medical support platform,gurgaon,blackjag partners,seed funding,200000.0,,2016.0,ecommerce
1588,2016-09-06,teabox,online tea store,siliguri,cameron jones,seed funding,,,2016.0,ecommerce
1589,2016-09-06,extraaedge,student acquisition platform,pune,"ritesh dwivedy, priti padhy",seed funding,,,2016.0,ecommerce
1590,2016-09-06,epaylater,fin-tech platform,mumbai,3 undisclosed hnis,seed funding,2000000.0,,2016.0,technology
1591,2016-10-06,kyazoonga,online event ticketing platform,mumbai,ratan tata,seed funding,,,2016.0,ecommerce
1592,2016-10-06,paytunes,mobile based rewards platform,delhi,"cio angel network, indian angel network",private equity,500000.0,,2016.0,ecommerce
1593,2016-10-06,kickstart jobs,entry level hiring platform,gurgaon,"vivek joshi, mohit satyanand, amit banati, arun khanna",seed funding,,,2016.0,technology
1594,2016-10-06,freshee,household packaging & storage product manufacturer,mumbai,edelweiss private equity,private equity,,,2016.0,fmcg
1595,2016-10-06,madrat games,wearable gaming platform,bangalore,"ratan tata, bhavish aggarwal, ankit bhati, binny bansal, girish mathrubootham",seed funding,,,2016.0,technology
1596,2016-11-06,jazzmyride,auto parts & accessories etailer,delhi,tvs automobile solutions ltd,private equity,,,2016.0,ecommerce
1597,2016-11-06,autosense,data analytics based customer management services,delhi,tvs automobile solutions ltd,private equity,,,2016.0,technology
1598,2016-11-06,redsun telematics,internet of things platform,chennai,tvs automobile solutions ltd,private equity,,,2016.0,ecommerce
1599,NaT,khanagadi,online food delivery for train travelers,jaipur,50k ventures,seed funding,,,,ecommerce
1600,NaT,bombay shirt company,online custom shirt retailer,mumbai,undisclosed investor,private equity,1000000.0,,,ecommerce
1601,NaT,matrubharti,e-book publisher,,viridian capital,seed funding,30000.0,,,ecommerce
1602,NaT,edtechreview,education based online portal,delhi,evc ventures,seed funding,,,,ecommerce
1603,NaT,bonhomia,premium tea & coffee capsules maker,delhi,valpro capital and existing investors,private equity,,,,food
1604,NaT,gobolt,b2b logistics provider,delhi,mcube8,seed funding,,,,logistics
1605,NaT,jivox,data driven advertising platform,bangalore,"you & mr jones, fortisure ventures, diaz nesamoney",private equity,6000000.0,,,technology
1606,NaT,sminq,queue management mobile app,pune,"saama capital, blume ventures & vaibhav domkundwar",seed funding,1000000.0,,,ecommerce
1607,NaT,curejoy,online alternative health community platform,bangalore,accel partners india,private equity,4400000.0,,,ecommerce
1608,NaT,oneway.cab,taxi rental platform,vadodara,indian angel network,seed funding,450000.0,,,ecommerce
1609,NaT,grabonrent,on-demand product rental marketplace,bangalore,ivycap ventures and unicorn india ventures,private equity,,,,ecommerce
1610,NaT,diro labs,contact management mobile app,delhi,info edge (india) ltd,private equity,450000.0,,,ecommerce
1611,NaT,unnati helpers,help hiring platform,gurgaon,info edge (india) ltd,private equity,600000.0,,,ecommerce
1612,NaT,athletto,sports venue discovery and booking platform,bangalore,atul ingle,seed funding,,,,ecommerce
1613,NaT,saavn,web/mobile music streaming service,usa,guy oseary,private equity,,,,ecommerce
1614,NaT,voonik,online women xe2 x80 x99s fashion marketplace,bangalore,sequoia capital,private equity,20000000.0,,,ecommerce
1615,NaT,thinkphi,sustainable green tech solution developer,mumbai,nimmagadda prasad,seed funding,,,,technology
1616,NaT,cleartax,online tax filing platform,delhi,"ravi adusumalli, saif partners",private equity,12000000.0,,,ecommerce
1617,NaT,silvan innovation labs,home automation solutions,bangalore,infuse ventures,private equity,900000.0,,,technology
1618,NaT,greythr,payroll & hr software developer,bangalore,"new enterprise associates (nea), blume ventures",private equity,5200000.0,,,technology
1619,NaT,duffl,fashion rental marketplace,bangalore,betonindia technology pvt ltd,seed funding,,,,ecommerce
1620,NaT,byg,fitness centre discovery & booking mobile app,bangalore,"sanjay verma, amit khanna (letsventure)",seed funding,,,,ecommerce
1621,NaT,dipper,freight logistics marketplace,delhi,undisclosed investor,seed funding,,,,ecommerce
1622,NaT,qonfuse,online test papers for competitive exams,delhi,hamraj kumar,seed funding,,,,ecommerce
1623,NaT,the indian iris,govt policy research & information portal,ahmedabad,timbru ventures,seed funding,,,,ecommerce
1624,NaT,onspoon,online platform for event sponsorship,mumbai,swan angel network,seed funding,150000.0,,,ecommerce
1625,NaT,restate,real estate platform,bangalore,idein ventures,seed funding,,,,ecommerce
1626,NaT,cleartrip,online travel agency,mumbai,"concur technologies, gund investment",private equity,,,,ecommerce
1627,NaT,procmart,online procurement marketplace,noida,indiamart,private equity,,,,ecommerce
1628,NaT,celerix,fintech product development & services startup,bangalore,bitkemy ventures,seed funding,400000.0,,,technology
1629,NaT,naturenama,online outdoors & travel,mumbai,unicorn venture,seed funding,225000.0,,,ecommerce
1630,NaT,cyclopsmedtech,medical technology provider,bangalore,cp bothra,seed funding,,,,technology
1631,NaT,syona cosmetics,beauty products & training to salons & spas,chennai,the chennai angels,seed funding,150000.0,,,fmcg
1632,NaT,prettysecrets,women lingerie store,mumbai,"rb investments pte ltd, orios venture partners",private equity,6000000.0,,,ecommerce
1633,NaT,spiderg,online invoice app for smes,pune,"rahul kirloskar, fusion tech ventures, adi saravanan, pravin dongre, mahendra doshi",seed funding,150000.0,,,ecommerce
1634,NaT,fareye,logistics management software,delhi,saif partners,private equity,3500000.0,,,technology
1635,NaT,the uolo,school parent communication app,bangalore,"purvi ventures, rajul garg, vipin arora",seed funding,210000.0,,,ecommerce
1636,NaT,staqu,artificial intelligence based search platform,gurgaon,indian angel network,seed funding,,,,technology
1637,NaT,padhopadhao,home tutors search & discovery,delhi,rise india,private equity,,,,ecommerce
1638,NaT,drivify,professional driver discovery & booking mobile app,mumbai,"jitendra gupta, pankaj tripathi",seed funding,50000.0,,,ecommerce
1639,NaT,pratilipi,multi-lingual self-publishing platform,bangalore,nexus venture partners,seed funding,,,,ecommerce
1640,NaT,parablu,cloud data security & privacy solutions,bangalore,kalaari capital,seed funding,500000.0,,,technology
1641,NaT,schedulers logistics,cold storage logistics solutions,mumbai,gvfl,private equity,6000000.0,,,logistics
1642,NaT,leap india,supply chain equipment & services provider,mumbai,mayfield ventures,private equity,3000000.0,,,other
1643,NaT,kabadiexpress,free door step scrap pickup service,delhi,undisclosed investor,seed funding,148000.0,,,other
1644,NaT,yourdost,online counselling & personal coaching platform,bangalore,"saif partners, aprameya radhakrishnan, phanindra sama, subba rao telidevara, vibhu garg, paula ravindra mariwala, gaurav bhalotia",seed funding,1200000.0,,,ecommerce
1645,NaT,gomalon,online spa & salon discovery & booking platform,bangalore,undisclosed investor,seed funding,100000.0,,,ecommerce
1646,NaT,voler cars,self-driven car rental platform,delhi,"kanodia family, amit banka",seed funding,,,,ecommerce
1647,NaT,travelyaari,online ticket booking platform,bangalore,gvfl ltd,private equity,3000000.0,,,ecommerce
1648,NaT,fabhotels,online hotel aggregator & booking platform,gurgaon,"accel partners, rb investments",private equity,8000000.0,,,ecommerce
1649,NaT,locanix,gps based saas solutions,ahmedabad,undisclosed investors,seed funding,300000.0,,,technology
1650,NaT,lendingkart,online working capital business loans platform,ahmedabad,"bertelsmann india investments, mayfield india, saama capital, india quotient",private equity,32000000.0,,,ecommerce
1651,NaT,hello tax,online tax filing platform,delhi,sanjeev sinha,seed funding,295000.0,,,ecommerce
1652,NaT,mysuperbrain,online talent discovery platform for kids,hyderabad,soniks consulting,seed funding,,,,ecommerce
1653,NaT,blogbeats,online blogging platform,bangalore,undisclosed investor,seed funding,,,,ecommerce
1654,NaT,letreach,ecommerce saas solutions,delhi,vcommission,private equity,100000.0,,,ecommerce
1655,NaT,trendieapp,visual content marketing,kolkata,harsh vardhan hada,seed funding,50000.0,,,technology
1656,NaT,impactguru,crowdfunding platform,mumbai,piyush jain,seed funding,,,,ecommerce
1657,NaT,velvetcase,online designer jewellery marketplace,mumbai,"uniqorn ventures fund, tv mohandas pai, s somasegar",private equity,1500000.0,,,ecommerce
1658,NaT,meru cabs,online/ mobile tax cab booking,mumbai,brand capital,private equity,25000000.0,,,ecommerce
1659,NaT,campus diaries,student focussed content discovery portal,bangalore,aarin capital,seed funding,220000.0,,,ecommerce
1660,NaT,scripbox,online mutual fund investment platform,bangalore,"omidyar network, accel partners & existing investors",private equity,,,,ecommerce
1661,NaT,biryani blues,qsr chain,gurgaon,carpediem capital & others,private equity,368000.0,,,food
1662,2016-01-05,motomojo,mobile based vehicle maintenance app,mumbai,"niloufer dundh, fauzan rahim, balamurugan mani,",seed funding,,,2016.0,ecommerce
1663,2016-01-05,get my parking,parking technology platform,delhi,the chennai angels,seed funding,376000.0,,2016.0,technology
1664,2016-01-05,prescribez,health service aggregator platform,pune,ankush mehta,seed funding,145000.0,,2016.0,ecommerce
1665,2016-02-05,airwood,agri data & analytics platform,chennai,startupxseed ventures,seed funding,,,2016.0,technology
1666,2016-03-05,mobikwik,mobile & digital wallet,gurgaon,"gmo payment gateway, mediatek",private equity,50000000.0,,2016.0,ecommerce
1667,2016-03-05,idreamcareer,career planning services portal,delhi,brand capital,private equity,,,2016.0,ecommerce
1668,2016-03-05,zwayam,online recruitment platform,bangalore,undisclosed investors,seed funding,250000.0,,2016.0,ecommerce
1669,2016-03-05,boibanit,online food delivery platform,vadodara,undisclosed investors,seed funding,,,2016.0,ecommerce
1670,2016-03-05,zuver,car driver discovery app,mumbai,"shruth & smith group, hermes group",seed funding,180000.0,,2016.0,ecommerce
1671,2016-03-05,prepathon,competitive exam learning platform,mumbai,blume ventures,private equity,,,2016.0,edtech
1672,2016-04-05,easyroads,road trip planning mobile app,mumbai,"rohan angrish, hrishi oberoi, rahul mehta, kapil hetamsaria, pranav dedhia",seed funding,200000.0,,2016.0,ecommerce
1673,2016-04-05,lenskart,eyewear & accessories etailer,delhi,"international finance corp, tpg growth, adveq management, idg ventures, ratan tata, kris gopalakrishnan",private equity,60000000.0,,2016.0,ecommerce
1674,2016-04-05,seclore,enterprise security technology platform,mumbai,"sistema asia fund, helion venture, ventureeast, india alternatives",private equity,12000000.0,,2016.0,technology
1675,2016-04-05,solartown,solar rooftop system installation company,chennai,grex.in,seed funding,200000.0,,2016.0,technology
1676,2016-04-05,comarete,telecom & media it services company,pune,grex.in,seed funding,200000.0,,2016.0,technology
1677,2016-04-05,mydentistchoice,medical supplies etailer,hyderabad,undisclosed investors,seed funding,150000.0,,2016.0,ecommerce
1678,2016-04-05,active.ai,intelligent tech platform for finance vertical,singapore,kalaari capital accelerator program,seed funding,500000.0,,2016.0,technology
1679,2016-04-05,affordplan,affordable non-emergency medical service health plans,delhi,kalaari capital accelerator program,seed funding,500000.0,,2016.0,technology
1680,2016-04-05,indee,web video streaming platform,bangalore,kalaari capital accelerator program,seed funding,500000.0,,2016.0,ecommerce
1681,2016-05-05,unbxd,ecommerce product discovery software,delhi,"idg ventures, inventus capital, indian angel network",private equity,,,2016.0,technology
1682,2016-05-05,weballigator,cloud based software solutions,bangalore,group of undisclosed angel investors & hnis,seed funding,375000.0,,2016.0,ecommerce
1683,2016-06-05,eduace services,education workshops & mentoring programs,lucknow,momagic technologies,private equity,1000000.0,,2016.0,edtech
1684,2016-06-05,meesho,social commerce platform,bangalore,rajul garg & others,seed funding,,,2016.0,ecommerce
1685,2016-07-05,zebroads,logistics and warehousing services,hyderabad,undisclosed investors,seed funding,75000.0,,2016.0,logistics
1686,2016-09-05,locus,logistics intelligence platform,bangalore,"exfinity venture partners, blume ventures, beenext, rajesh ranavat",private equity,2750000.0,,2016.0,technology
1687,2016-09-05,toko innovations,children xe2 x80 x99s entertainment portal,bangalore,"roopak saluja, vishal khare",seed funding,450000.0,,2016.0,ecommerce
1688,2016-09-05,rentickle,"furniture, appliances portal",delhi,"manish kheterpal, vinay mittal, dinesh mittal, sandeep gupta",seed funding,250000.0,,2016.0,ecommerce
1689,2016-10-05,healthifyme,health & fitness app,bangalore,"idg ventures india, inventus capital, blume ventures",private equity,6000000.0,,2016.0,ecommerce
1690,2016-10-05,zarget,conversion rate optimization platform,chennai,"accel partners, matrix partners, girish mathrubootham",private equity,1500000.0,,2016.0,ecommerce
1691,2016-10-05,innonano research,clean water technology,chennai,nanoholdings,private equity,18000000.0,,2016.0,technology
1692,2016-10-05,schoolwear,school uniform & supplies marketplace,mumbai,undisclosed investors,seed funding,1500000.0,,2016.0,ecommerce
1693,2016-10-05,swiggy,food delivery platform,bangalore,"norwest venture partners, dst global, accel partners",private equity,7000000.0,,2016.0,ecommerce
1694,2016-11-05,zenify,home rental discovery & booking portal,bangalore,undisclosed investors,private equity,900000.0,,2016.0,ecommerce
1695,2016-11-05,faircent,online peer to peer lending platform,gurgaon,"jm financial products ltd, arun tadanki, doreswamy nandkishore, kshitij jain",private equity,,,2016.0,ecommerce
